Job Title,Company Name,Salary Estimate,Rating,Job Description,Skills,Location,Founded,Size
"Bar Hill, England",Abbexa Ltd,£28K,null,"Show moreThis is an exciting and challenging opportunity to join a leading biotech company with branches in Cambridge (UK), Houston (US) and Leiden (NL), and provides products and services globally.
We are looking for a tenacious, competent and organized individual to join our high-paced, dynamic Technical Support team in Bar Hill. You will be responsible for providing support to customers and keeping product data accurate and up to date. This will be a growing and evolving role with exciting prospects for the right candidate.
Responsibilities:
Providing scientific technical support and supporting customers via email and phone with any queries",,null,null,null
Data Science Manager,Pandora Jewelry,£55K,3.6,"Show moreData Science Manager

We are seeking an experienced Data Science Manager to join our team of data scientists and machine learning engineers. In this role, you will have the opportunity to drive data science initiatives and oversee the development of in-house machine learning models and capabilities across Pandora's entire value chain. You will be a strong voice within Pandora, advocating for best software and engineering practices, and ensuring the delivery of robust machine learning products that meet the highest standards.

About the AI & Innovation Team at Pandora:",,"London, England",1982,10000+ Employees
Bioinformatician Officer (Research & Development),Kew Gardens,£47K,3.7,"Show moreBioinformatician Officer (Research & Development)
The Bioinformatics Officer (R&D) will deliver RBG Kew’s mission by giving support in bioinformatics R&D allocated to a major programme to sequence 20,000 fungi and lichen specimens held by RBG Kew’s fungarium and the Natural History Museum (NHM). Over a 4-year period, the project will adopt a mixed approach of whole genome sequencing and barcoding techniques. Containing more than 1.25 million specimens including 50,000 type specimens of worldwide origin, Kew’s fungarium is home to the largest and most complete fungal collection in the world, with many specimens being only available at Kew.
The Bioinformatics Officer (R&D) will be responsible for developing new bioinformatics methodologies that may accelerate the processing of genomic data generated by the Project and designing the analytical strategy of the project. The post will successfully develop project software systems necessary to ensure the completion of data processing generated by the project. The Bioinformatics Officer will participate in training programs and contribute to the preparation of scientific outputs.",,"Kew Gardens, England",1759,501 to 1000 Employees
Quantitative Researcher – 2025 PhD Intern,Citadel Securities,£173K,4.2,"Show moreJob Description
At Citadel Securities, a leading global market maker, our team of quantitative researchers models the markets and brings trading strategies to life every day. Specifically, this team develops and tests automated quant trading strategies using sophisticated statistical techniques. You’ll get to challenge the impossible in quantitative research by applying sophisticated and complex statistical techniques to financial markets, some of the most complex data sets in the world.
As an intern, you’ll get to challenge the impossible in research through an 11 week program that will allow you to collaborate and connect with senior team members. In addition, you’ll get the opportunity to network and socialize with peers throughout the internship.",,"London, England",2002,1001 to 5000 Employees
Risk Data Science Manager,Virgin Money,null,2.8,"Show moreBusiness Unit: IRB, Scorecards & Non-Financial Risk (IS&N)
Salary range: up to circa £70,000 per annum DOE + red-hot benefits
Location: UK Flexible
Contract type: 1 x fixed term circa 12 months & 1 x Permanent
Don’t settle for dull. Live a life more Virgin.
Our team
Our Risk department provide us with a fool proof framework to make decisions that we know will keep our customers’ and investors’ money safe. They are always safeguarding our bank from an array of risks that could pop up at any moment. As part of the IRB, Scorecards & Non-Financial Risk team you’ll help to secure the foundations of our business decisions by providing quantitative and qualitative analysis across our model suite, providing solutions support the acquisition of new business, risk based account management and manage capital across the banks’ lending portfolios.

The core role of our Leaders is to deliver the very best performance through their people by keeping our Purpose, Strategic Aims and Values & Behaviours at the heart of all they do.",,"Newcastle upon Tyne, England",--,5001 to 10000 Employees
Research Fellow in AI and Machine Learning for Materials Discovery (AlChemy) - Grade 7,University of Liverpool,£42K,4.3,"Show moreCommitment to Diversity
The University of Liverpool is committed to enhancing workforce diversity. We actively seek to attract, develop, and retain colleagues with diverse backgrounds and perspectives. We welcome applications from all genders/gender identities, Black, Asian, or Minority Ethnic backgrounds, individuals living with a disability, and members of the LGBTQIA+ community.

A Research Fellow position is available in the group of Professor M. J. Rosseinsky OBE FRS to work in a team of scientists funded by the AlChemy. AI in Chemistry Hub: AlChemy is a new partnership between the University of Liverpool, Imperial College London and a large consortium of academic and industrial partners. AIChemy has been funded to promote the development of novel AI, alongside the increased uptake of AI amongst the chemistry community. The consortium brings together experts across AI and both experimental and computational chemistry and this Hub will promote connectivity of the broader community, training, networking, as well as state-of-the-art research. This post will develop artificial intelligence methods for the prediction of crystal structure, the critical step in materials prediction for discovery.

Based at the University of Liverpool, you will have a key role in one of the forerunner projects of AlChemy, namely ¿Human in the Loop¿, which aims at integrating cutting-edge AI technologies with Robotics in accelerating the discovery and synthesis of new materials. You should have a PhD in a relevant field (Chemistry, Materials Science, Computer Science, Chemical Engineering, etc.), expertise in AI and machine learning is essential and any materials chemistry experience would be advantageous.

This post would be ideal for an ambitious and innovative scientist who is driven, enjoys working in a diverse team, keen to share knowledge and eager to train others in the group. In this project, engagement with chemists and materials scientists is essential to ensure that the developed methods make optimal use of domain expertise and integrate fully into ¿human in the loop¿ workflows.

This post is available for two years.",,"Liverpool, England",--,1001 to 5000 Employees
Quantitative Researcher,AXA Funds Management,null,3.9,"Show moreQuantitative Researcher
22 Bishopsgate, London– Hybrid
Permanent
At AXA IM our purpose, to act for human progress by investing for what matters, is central to every action we take as a business. As a responsible asset manager, we actively invest for the long-term to help our clients, our people and the world to prosper.
As a future Quantitative Researcher, you will report to Head of Research & Innovation EQI, and you will be part of AXA IM EQI.
DISCOVER your opportunity
Quantitative researchers are responsible the development of EQI investment models, investment process and overall investment outcomes of AXA IM quantitative equity (EQI) investment strategies.",,"London, England",1985,10000+ Employees
Data Science & AI Lead Designer,Aviva,null,3.9,"Show moreData Science & AI Lead Designer
Salary Circa £60,000
Locations Bristol and Norwich

We are seeking an experienced and motivated Lead Data Science & AI Designer to join our growing and dynamic Data Science & AI platform team.
The role will play a key technical leadership role in architecting and advancing our Data Science and AI technology stack, leveraging modern day cloud services, and driving CI/CD & automation practices.
The ideal candidate should have a strong experience in Cloud Native Architecture & Design, with focus on AI and ML services (AWS and/or Azure preferred).",,"Bristol, England",1861,10000+ Employees
Lead Data Science Engineer,DraftKings,£62K,3.9,"Show moreWe’re defining what it means to build and deliver the most extraordinary sports and entertainment experiences. Our global team is trailblazing new markets, developing cutting-edge products, and shaping the future of responsible gaming.
Here, “impossible” isn’t part of our vocabulary. You’ll face some of the toughest but most rewarding challenges of your career. They’re worth it. Channeling your inner grit will accelerate your growth, help us win as a team, and create unforgettable moments for our customers.
The Crown Is Yours
Our team comprises sports modelling experts and data science technologists, coming together to develop innovative DS products that deliver incremental value on the Sportsbook platform at DraftKings.",,"London, England",2012,1001 to 5000 Employees
Machine Learning Scientist: Foundation Models,British Antarctic Survey,£45K,3.8,"Show moreContract Type
Full Time
Duration
Fixed Term Appointment - until March 2027
Salary
£42,840 to £47,124 per annum
Benefits
We offer generous benefits
Team
AI
Location",,"Cambridge, East of England, England",1962,Unknown
Global Assurance Managed Services Data Architecture & Data Science Lead,EY,£60K,3.7,"Show moreAt EY, you’ll have the chance to build a career as unique as you are, with the global scale, support, inclusive culture and technology to become the best version of you. And we’re counting on your unique voice and perspective to help EY become even better. Join us and build an exceptional experience for yourself, and a better working world for all.
The exceptional EY experience. It's yours to build.
EY focuses on high-ethical standards and integrity among its employees and expects all candidates to demonstrate these qualities.

EY already has a $4 Billion managed services business. Assurance managed services is a small but rapidly growing part of this, encompassing our controllership, FP&A, treasury, ESG, intelligent data discovery and digital compliance solutions. Our ambition is achieve 10x growth in Assurance managed services by 2028 through our investment in modular, digital and audit-ready services available in both EY-hosted and EY-client hybrid configurations. To drive this growth, we are expanding our multi-disciplinary Solutions team to increase the breadth and depth of our technology, data, process and controls, and business transformation expertise.",,"London, England",1989,10000+ Employees
Quantitative Researcher - Postgraduate,G-Research,£173K,3.5,"Show moreDo you want to tackle the biggest questions in finance with near infinite compute power at your fingertips?
G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded.
This role is based in our new Soho Place office – opened in 2023 - in the heart of Central London and home to our Research Lab.
The role
Our researchers use the latest scientific techniques and advanced statistical analysis methods to predict movement in global financial markets.",,"London, England",2001,501 to 1000 Employees
Quantitative Research Analyst – 2025 Intern,Citadel Securities,null,4.2,"Show moreJob Description
At Citadel Securities, a leading global market maker, our team of quantitative researchers models the markets and brings trading strategies to life every day. Specifically, this team develops and tests automated quant trading strategies using sophisticated statistical techniques. You’ll get to challenge the impossible in quantitative research by applying sophisticated and complex statistical techniques to financial markets, some of the most complex data sets in the world.
As an intern, you’ll get to challenge the impossible in research through an 11 week program that will allow you to collaborate and connect with senior team members. In addition, you’ll get the opportunity to network and socialize with peers throughout the internship.",,"London, England",2002,1001 to 5000 Employees
Research Engineer in Machine Learning for Monitoring Mechanical Systems,University of Sheffield,£34K,4.4,"Show moreWe are seeking a machine learning researcher with a desire to work with real data from aerospace control and monitoring systems. Our research centre works closely with our industrial collaborators at Rolls-Royce to design technologies that enable the next generation of engine health monitoring enhanced by artificial intelligence.

You will develop and apply state of the art machine learning methods to dynamic times series data from sensors and maintenance image data produced by a fleet of civil aerospace gas turbine engines. The techniques will give faster and more focussed diagnosis of emerging real-world issues. You will contribute to exploiting these in industry systems and disseminating to high quality academic publications.

You will be a key member of a research team with existing expertise in both machine learning and the application area. The challenge introduced by the diverse operation and disturbance conditions that aerospace engines experience will be addressed using state-of-the-art techniques including physics informed and transfer learning technologies. The software, developed in Python, will be deployed to the Rolls-Royce cloud to detect and diagnose faults in live data.

You will be able to solve the technical challenge of developing machine learning algorithms to the diverse data types and challenges of the sparse and noisy labels which are a feature of this engineering problem domain. Along with strong coding skills, you will bring a broad skill set of machine learning and signal processing for application in a cloud environment.

We build teams of people from different heritages and lifestyles from across the world, whose talent and contributions complement each other to greatest effect. We believe diversity in all its forms delivers greater impact through research, teaching and student experience.

Apply now by clicking on the Apply button located near the top of your screen.",,"Sheffield, England",1905,5001 to 10000 Employees
"UX Researcher, Quantitative",WhatsApp,£101K,4.0,"Show moreAt WhatsApp, our research aims to understand the 2 Billion people who will use our products, gleaning insights to drive product direction and strategy. Our methods range from generative to evaluative, ethnography to experimentation, and involve close collaboration between researchers and our cross-functional partners.As we scale our team, we're looking for teammates with a range of expertise in quantitative research methods. For this position, we are looking for experienced researchers with strong skills in behavioural data analysis, experimental and survey research, and statistics.The right candidates will be excellent communicators, knowledgeable about product development and design, curious about the relationship between technology and society, comfortable in a fast-moving organization, excited to collaborate, and passionate about understanding and helping people. You should be able to work with market research as comfortably as user research and be passionate about serving users from around the world. If this sounds like you, come join us as we work to solve complex and meaningful problems for people around the world!















Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.






Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",,"London, England",2009,51 to 200 Employees
Research Technician (Sample Acquisition and Database Management),Leicester,£28K,4.0,"Show moreAbout the role
This is an exciting opportunity to join the Leicester Cancer Research Centre within the Department of Genetics and Genome Biology as a Research Technician.
The post holder will provide infrastructure and help to deliver key grant milestones for the multicentre phase 2/3 COLO-PREVENT clinical trial, which will recruit patients from the NHS Bowel Screening Programme that have a high risk of colorectal polyp recurrence. The post will include assay development, validation and sample analysis. This post will also oversee day to day management of incoming samples and ensuring documents and sample management areas are maintained and audit ready. Training of staff and students with sample analysis will also be an important component of this role.

Experience of working in a technical or laboratory setting supporting the analysis of clinical samples is essential. You will need to have an excellent understanding of regulatory requirements around the human tissue act, HPLC-MS and multiplex immunofluorescence analysis experience and be able to confidently write SOPs and support knowledge transfer within the COLO-PREVENT team for all staff and students working within Leicester Cancer Research Centre.
Full-time, fixed term contract to 31 July 2025",,"Leicester, England",1919,1001 to 5000 Employees
Lead Machine Learning Scientist,Monzo,£125K,3.9,"Show moreWe're on a mission to make money work for everyone.
We're waving goodbye to the complicated and confusing ways of traditional banking.
With our hot coral cards and get-paid-early feature, combined with financial education on social media and our award winning customer service, we have a long history of creating magical moments for our customers!
We're not about selling products - we want to solve problems and change lives through Monzo ❤️
Hear from our team about what it's like working at Monzo ✨

London, or Remote UK | Salary £110-£140,000 + stocks + benefits | Hear from the team ✨",,"London, England",2015,1001 to 5000 Employees
Postdoctoral researcher in Data Analysis of Biological Images,University of Oxford,£42K,4.1,"Show moreWe are seeking a Postdoctoral Research Assistant for the Gene Machines’ group, led by Prof Achilles Kapanidis. The group is well known for developing single-molecule and single-cell fluorescence methods (Uphoff PNAS 2013; Robb, Sci Reports 2019; Zagajewski, Nature Comm Biol 2023, Chatzimichail, Lab-on-a-chip 2024) and applying them to proteins functioning on DNA and RNA (Stracy, PNAS 2015; Mazumder, PNAS 2020; Mazumder, eLife 2021; El Sayyed et al Mol Cell 2024). The group is also known for the development of the Nanoimager microscope and the founding of the microscopy company Oxford Nanoimaging (https://oni.bio/). The group recently moved in the new Kavli Institute for Nanoscience Discovery ( https://kavlinano.ox.ac.uk/), a vibrant environment for interdisciplinary research at the interface of physical and biological sciences, and for technology development.",,"Oxford, England",--,501 to 1000 Employees
Quantitative Research Analyst – 2025 Intern (Europe),Citadel Enterprise Americas,null,4.0,"Show moreJob Description
At Citadel, our mission is to be the most successful investment team in the world. Quantitative Researchers play a key role in this mission by developing next-generation models and trading approaches for a range of investment strategies. You’ll get to challenge the impossible in quantitative research by applying sophisticated and complex statistical techniques to financial markets, some of the most complex data sets in the world.
As an intern, you’ll get to challenge the impossible in research through an 11 week program that will allow you to collaborate and connect with senior team members. In addition, you’ll get the opportunity to network and socialize with peers throughout the internship.",,"London, England",1990,1001 to 5000 Employees
Quantitative Ecologist,Centre for Ecology & Hydrology,£39K,3.5,"Show moreSalary - £37,405 to £39,694
Hybrid working (50/50)
Permanent, full-time
Closing date for applications, Wednesday 13th November 2024. We reserve the right to close this advert early if we find the right candidate, so we encourage you to apply early.
UKCEH is looking for an experienced Quantitative Ecologist to join our team of talented individuals, contributing to scientific discovery and generating the data, insights and solutions that researchers, businesses and governments need to solve complex environmental challenges.

Working at UKCEH is rewarding. Our science makes a real difference, enabling people and the environment to prosper, and enriching society. We are the custodians of a wealth of environmental data, collected by UKCEH and its predecessors over the course of more than 60 years.",,"Lancaster, England",1962,501 to 1000 Employees
"Watford, East of England, England",Dendron Brands Ltd,null,null,"Show moreThe company is unable to sponsor visas for candidates
Key Responsibilities:
· Lead the design and execution of stability studies for raw materials, intermediate products, and finished goods, ensuring all products meet their intended shelf life under various storage conditions.
· Ensure stability protocols align with regulatory guidelines (ICH, MHRA) and internal quality standards.
· Set up and monitor stability chambers and ensure environmental conditions (temperature, humidity) are consistently maintained.
· Oversee the sampling of stability study materials according to defined time points (e.g., 0, 3, 6, 12 months).",,null,null,null
Research Associate in Software Engineering and Data Analysis for Quality Assurance in Additive Manufacturing,Imperial College London,£50K,4.3,"Show moreReference Number
ENG03226
Faculty / Department
Faculty of Engineering
Salary
£43,003 - £56,345 per annum
Location / Campus
South Kensington Campus - Hybrid
Contract Type / Work Pattern
Full time - Fixed term
Closing date",,"South Kensington, England",1907,5001 to 10000 Employees
Internship in Quantitative Research,G-Research,null,3.5,"Show moreDo you want to tackle the biggest questions in finance with near infinite compute power at your fingertips?
G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded.
This role is based in our new Soho Place office – opened in 2023 - in the heart of Central London and home to our Research Lab.
The role
10-week summer programme (23rd June to 29th August 2025)",,"London, England",2001,501 to 1000 Employees
Senior Consultant - Data Science,Decision Analysis Services Ltd,£41K,4.4,"Show moreOverview
Decision Analysis Services Limited is one of the UK’s leading consultancies for critical national infrastructure. We support a range of Energy, Defence, Government, Health, and Transport contracts in the UK.

The Role
Decision Analysis Services Limited is hiring a Senior Consultant in our expanding Systems Consulting. Our Analytics + Foresight Hub consultants support a range of clients across the Energy, Defence and Government industry sectors.
As a Senior Data Science Consultant at DAS, you will:",,"Bristol, England",--,51 to 200 Employees
Chemistry Analyst (6 months FTC),BPL,£35K,4.0,"Show moreBio Products Laboratory (BPL), part of Kedrion Biopharma, is recruiting a Chemistry Analyst for a 6-month fixed term contract.

As a Chemistry Analyst at BPL, you'll play a vital role in the Quality Laboratory function by taking and testing samples in accordance with departmental Standard Operating Procedures, BPL Policies, and to the principles of GMP.
Experience in a lab setting, especially in a GMP environment with pipettes and UV, is advantageous.
If you are driven, eager to contribute, and have some experience with lab work, we want to hear from you!


To perform any other aspects of laboratory testing and support the objectives of the department as required.",,"Elstree, England",--,1001 to 5000 Employees
"Research Scientist, Machine Learning (PhD)",Meta,null,4.0,"Show moreMeta is embarking on the most transformative change to its business and technology in company history, and our Machine Learning teams are at the forefront of this evolution. By taking on crucial projects and initiatives that have never been done before, you have an opportunity to help advance the way people connect around the world. In order to meet the demands of our scale, we approach machine learning challenges from a system engineering standpoint, pushing the boundaries of scalable computing and tying together numerous complex platforms to build models that leverage trillions of actions. Our research and production implementations leverage many of the innovations being generated from Meta’s research in Distributed Computing, Artificial Intelligence and Databases, and run on the same hardware and network specifications that are being open sourced through the Open Compute project.As a Research Scientist at Meta, you will bring experience working on a range of recommendation, classification, and optimization problems. You will have the ability to own the whole ML life-cycle, define projects and drive excellence across teams. You will work alongside the world’s leading engineers and researchers to solve some of the most exciting and massive social data and prediction problems that exist on the web.















Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.






Individual compensation is determined by skills, qualifications, experience, and location. Compensation details listed in this posting reflect the base hourly rate, monthly rate, or annual salary only, and do not include bonus, equity or sales incentives, if applicable. In addition to base compensation, Meta offers benefits. Learn more about benefits at Meta.",,"London, England",2004,10000+ Employees
Machine Learning Scientist: Quantum for AI,Quantinuum,null,4.0,null,,"London, England",null,null
"Associate, Quantitative Research Analyst",Castleton Commodities International,£87K,3.8,"Show moreCastleton Commodities International is an independent global commodities merchant. As a trader, CCI deploys capital on a proprietary basis in the physical and financial commodity markets, providing the Company with market insights and access. As a strategic investor and developer, CCI leverages its market expertise, operations capabilities, and industry knowledge to invest in, and develop, select commodity infrastructure assets. CCI focuses its activities on the markets it understands best, while constantly striving to expand its knowledge base and network of relationships in order to participate in new markets.
CCI’s Power business is fully integrated across its research platform, trading activities, and principal investing activities. The Company’s trading and investing activities are driven by its proprietary research platform and information flow from its daily activity in the wholesale power markets. CCI participates in the markets for electric energy, capacity, ancillary services, and financial transmission rights across all major power regions in North America and Europe.",,"London, England",1997,201 to 500 Employees
"Machine Learning Engineer, Biological Sequence Design",InstaDeep,£65K,3.7,"Show moreInstaDeep, founded in 2014, is a pioneering AI company at the forefront of innovation. With strategic offices in major cities worldwide, including London, Paris, Berlin, Tunis, Kigali, Cape Town, Boston, and San Francisco, InstaDeep collaborates with giants like Google DeepMind and prestigious educational institutions like MIT, Stanford, Oxford, UCL, and Imperial College London. We are a Google Cloud Partner and a select NVIDIA Elite Service Delivery Partner. We have been listed among notable players in AI, fast-growing companies, and Europe's 1000 fastest-growing companies in 2022 by Statista and the Financial Times. Our recent acquisition by BioNTech has further solidified our commitment to leading the industry.

Join us to be a part of the AI revolution!",,"London, England",2014,201 to 500 Employees
Principal Machine Learning Scientist,Novo Nordisk,null,4.3,"Show morePrincipal Machine Learning Scientist
Category: Data & AI
Location: London, London, GB
For over 100 years we have been driving change to defeat diabetes, but we know that what got us here today is not necessarily what will make us successful in the future. We are now transforming our business and taking our expertise into new territories including obesity and rare blood and endocrine diseases.
Our story is one of incredible growth and success, which has culminated in receiving many prestigious awards, such as Best Places to Work and Vitality – Britain’s Healthiest Workplace.",,"London, England",1923,10000+ Employees
Postdoctoral Research Associate in Mathematical Modelling and Machine Learning,University of Liverpool,£42K,4.3,"Show moreWe are seeking to appoint a highly motivated and skilled Postdoctoral Researcher to develop methods for informing personalised treatment programmes for Cystic Fibrosis (CF) patients.

The objective is to improve patient outcomes, minimise treatment burden and minimise the emergence of antimicrobial resistance.

You will work with experimental data and patient data, including sequencing data. You will develop and use data science techniques including machine learning and mathematical modelling. The role sits within a highly interdisciplinary research Hub supported by a multi-million-pound investment from the cystic fibrosis trust.

The position will be hosted in the Department of Mathematical Sciences at the University of Liverpool and will include regular interaction with the wider CF hub including clinicians and collaboration with IBM. We expect that a hybrid approach interweaving machine learning with more traditional mechanistic modelling methods will prove to be valuable.


Use data science methods together with patient and experimental data to inform personalised treatment for CF patients.
Interact with the wider CF hub and national CF networks as required.
publish research findings in peer-reviewed journals and present at conferences. -
Communicate and collaborate effectively with colleagues within and outside the immediate team, including end-users and stakeholders.

The post is available from 1 January 2025 until 30 June 2026.

You should have a PhD (or close to completion) in Applied Mathematics, Physics or similar numerate subject.

For informal inquiries about the position, please contact Professor Kieran Sharkey, (kjs@liverpool.ac.uk ).

If you are still awaiting your PhD to be awarded you will be appointed at Grade 6, spine point 30. Upon written confirmation that you have been awarded your PhD, your salary will be increased to Grade 7, spine point 31.

Commitment to Diversity

The University of Liverpool is committed to enhancing workforce diversity. We actively seek to attract, develop, and retain colleagues with diverse backgrounds and perspectives. We welcome applications from all genders/gender identities, Black, Asian, or Minority Ethnic backgrounds, individuals living with a disability, and members of the LGBTQIA+ community.",,"Liverpool, England",--,1001 to 5000 Employees
Machine Learning Scientist Intern - PhD - June 2025 - London,Expedia Group,null,3.8,"Show moreExpedia Group brands power global travel for everyone, everywhere. We design cutting-edge tech to make travel smoother and more memorable, and we create groundbreaking solutions for our partners. Our diverse, vibrant, and welcoming community is essential in driving our success.
Why Join Us?
To shape the future of travel, people must come first. Guided by our Values and Leadership Agreements, we foster an open culture where everyone belongs, differences are celebrated and know that when one of us wins, we all win.
We provide a full benefits package, including exciting travel perks, generous time-off, parental leave, a global hybrid work setup (with some pretty cool offices), and career development resources, all to fuel our employees' passion for travel and ensure a rewarding career journey. We’re building a more open world. Join us.


Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, gender, sexual orientation, national origin, disability or age.",,"London, England",1996,10000+ Employees
Quantitative Researcher – Fundamental Equity Research,G-Research,£173K,3.5,"Show moreDo you want to tackle the biggest questions in finance with near infinite compute power at your fingertips?
G-Research is a leading quantitative research and technology firm, with offices in London and Dallas. We are proud to employ some of the best people in their field and to nurture their talent in a dynamic, flexible and highly stimulating culture where world-beating ideas are cultivated and rewarded.
This role is based in our new Soho Place office – opened in 2023 - in the heart of Central London and home to our Research Lab.
The role
Our researchers use the latest scientific techniques and advanced statistical analysis methods to predict movement in global financial markets.",,"London, England",2001,501 to 1000 Employees
Senior Machine Learning Scientist - Recommendations,ASOS,£74K,3.5,"Show moreCompany Description

We’re ASOS, the online retailer for fashion lovers all around the world.
We exist to give our customers the confidence to be whoever they want to be, and that goes for our people too. At ASOS, you’re free to be your true self without judgement, and channel your creativity into a platform used by millions.
But how are we showing up? We’re proud members of Inclusive Companies, are Disability Confident Committed and have signed the Business in the Community Race at Work Charter and we placed 8th in the Inclusive Top 50 Companies Employer list.
Everyone needs some help showing up as their best self. Let our Talent team know if you need any adjustments throughout the process in whatever way works best for you.",,"London, England",2000,1001 to 5000 Employees
Machine Learning Scientist - Bayesian ML Specialist,Motorway,£88K,3.3,"Show moreAbout us
Motorway is the UK’s fastest-growing used car marketplace – our award-winning, online-only platform connects private car sellers with thousands of verified dealers nationwide, ensuring everyone gets the best deal. Founded in 2017, our technology-led approach has redefined the experience of selling a car, generating thousands of monthly car sales and helping us to grow to a team of more than 450 people across our London and Brighton offices.

About the role
We’re looking for someone who can help take our vehicle pricing to the next level; in particular, we’re looking for a machine learning practitioner with a really strong background in bayesian statistics.",,"London, England",2017,201 to 500 Employees
"2025 PhD Summer Intern – Quant Research Analyst, Client Solutions & Analytics London, EMEA",PIMCO,£78K,3.7,"Show morePIMCO is a global leader in active fixed income with deep expertise across public and private markets. We invest our clients’ capital across a range of fixed income and credit opportunities, leveraging our decades of experience navigating complex debt markets. Our flexible capital base and deep relationships with issuers have helped us become one of the world’s largest providers of traditional and nontraditional solutions for companies that need financing and investors who seek strong risk-adjusted returns.
Since 1971, our people have shaped our organization through a high-performance inclusive culture, in which we celebrate diverse thinking. We invest in our people and strive to imprint our CORE values of Collaboration, Openness, Responsibility and Excellence. We believe each of us is here to help others succeed and this has led to PIMCO being recognized as an innovator, industry thought leader and trusted advisor to our clients.",,"London, England",1971,1001 to 5000 Employees
"Research Scientist, Machine Learning and Computational Biology",InstaDeep,£66K,3.7,"Show moreInstaDeep, founded in 2014, is a pioneering AI company at the forefront of innovation. With strategic offices in major cities worldwide, including London, Paris, Berlin, Tunis, Kigali, Cape Town, Boston, and San Francisco, InstaDeep collaborates with giants like Google DeepMind and prestigious educational institutions like MIT, Stanford, Oxford, UCL, and Imperial College London. We are a Google Cloud Partner and a select NVIDIA Elite Service Delivery Partner. We have been listed among notable players in AI, fast-growing companies, and Europe's 1000 fastest-growing companies in 2022 by Statista and the Financial Times. Our recent acquisition by BioNTech has further solidified our commitment to leading the industry.

Join us to be a part of the AI revolution!",,"London, England",2014,201 to 500 Employees
"Senior Machine Learning Scientist, Customer Operations",Monzo,£98K,3.9,"Show moreWe're on a mission to make money work for everyone.
We're waving goodbye to the complicated and confusing ways of traditional banking.
With our hot coral cards and get-paid-early feature, combined with financial education on social media and our award winning customer service, we have a long history of creating magical moments for our customers!
We're not about selling products - we want to solve problems and change lives through Monzo ❤️
Hear from our team about what it's like working at Monzo ✨

Location | £85-110,000 + Benefits | Hear from the team ✨
We're on a mission to make money work for everyone.",,"London, England",2015,1001 to 5000 Employees
"Oxford, England",T-Cypher Bio,null,null,null,,null,null,null
Internal - Research Associate in Bioinformatics and Machine Learning,Cardiff University,£43K,4.1,"Show moreJob Purpose
To conduct research principally within biostatistics, Machine Learning and bioinformatics associated with Alzheimer’s disease and dementia genetics in larger population studies, and to contribute to the overall research performance of the School and University, carrying out research leading to the publishing of work in high-quality journals. To pursue excellence in research and to inspire others to do the same.

Duties and Responsibilities

Key Duties",,"Cardiff, Wales",1883,5001 to 10000 Employees
"Senior Business Analyst, Laboratory Systems",IQVIA Laboratories,null,3.9,"Show moreWe are seeking a Senior Business Analyst to join Q² Solutions, IQVIA’s laboratory business supporting industry leading Clinical Trials Laboratory systems.

This position is remote or hybrid as we have a state of the art laboratory in Edinburgh, Scottland.
We hire passionate innovators who drive healthcare forward through thoughtful and inclusive collaboration. If you want to discover a career with greater purpose, join us as we transform and accelerate research and development.
As a Senior Business Analyst, you will provide expertise and systems support in developing and enhancing our custom Clinical Trials Protocol Management system for high volume laboratory with direct oversight of system modules design and implementation. This system supports innovative work in developing drugs and caring for patients to improve healthcare across many therapeutic areas.",,Remote,2017,10000+ Employees
Research Fellow in Quantitative Cell Biology and Biophysics,University of Warwick,£40K,4.3,"Show moreThis is a re-advertisement. Previous candidates for this role need not apply.
Location
University of Warwick Campus, Coventry
Department
Warwick Medical School - Biomedical Sciences
Position Type
Fixed Term, Full Time
Duration
2 years
Salary
£34,866 to £45,163 per annum",,"Coventry, England",1965,5001 to 10000 Employees
